MFSD12 ,,
mgrn1,,
mib1,,
mitf,,
Mitfa,,
mitfb,,
mlana,,
mlph,,
MLPH,,
Mpv17 ,,
Mpzl3,,
mreg,,
myc,,
mycbp2,,
MYEF2 ,,
myh7 ,,
myo5a,,
myo7a,,
Ndp,,
Nf1,,
Notch1,,
notch2,,
Nr2e1,,
nrapa,,
nsfa,,
nsf,,
nt5c1a ,,
Ntrk1,,
OA1,,
Oat,,
oca2,,
ocrl,,
OPN1,,
OPN1LW,,
OPN1MW,,
OPN1SW,,
Ostm1,,
Otx2,,
Ovol1,,
p53,,
pabpc1,,
Pah,,
paics,,
paics.1,,
pald1 ,,
pax2,,
Pax3,,
Pax6,,
pax7a,,
Pax7b,,
pcbd1,,
pcbd2,,
Pdgfb,,
Pdgfc,,
pdgfrk,,
Pdpk1,,
PGA5 ,,
Phactr4,,
phyhd1 ,,
pkc,,
Pitx3,,
pfas,,
pldn,,
Pmel,,
pmela,,
Pmch,,
Pnp,,
Polg,,
Polh,,
pomc,,
Pomca,,
ppat,,
Pp2b,,
Pph4,,
PRKCA ,,
Psen1,,
ptch2 ,,
pts,,
Pygo1,,
qdpr,,
rab11a,,
rab11bb,,
rab25a,,
rab27a,,
rab32,,
Rab38,,
Rabggta,,
Rabin3,,
Rb1,,
Rbp1,,
Rbpj,,
Recql4,,
retsat,,
rgr ,,
Rs1,,
Rh0,,
Rh1,,
Ric8b,,
rpl24,,
rps19,,
rps20,,
rtf1,,
Rxra,,
S1pr2,,
scarb2,,
scarb1 ,,
scnn1b ,,
SDHAF2,,
Sema3c,,
Sema4a,,
sepp1b ,,
sesn1 ,,
sf3b1,,
sfxn1,,
Shroom2,,
Si,,
silver,,
skiv2l2,,
SL,,
Sla,,
Slc2a11 ,,
slc24a4,,
slc24a5,,
SLC24a5,,
Slc31a1,,
slc45a2,,
Slc7a11,,
Slc2a15b ,,
slc52a2 ,,
SLC16A6 ,,
Smarca5,,
smtl,,
snai2,,
sox9a ,,
Sox10,,
sox18,,
sox9,,
sox9b,,
Sox10,,
spr,,
Sr,,
srd5a2 ,,
srm,,
Sufu,,
Sulf1,,
sult2b1 ,,
tbx6,,
Tbx10,,
Tbx15,,
Tcfap2a,,
tfap2a,,
tfap2c,,
Timp3,,
tjp1a,,
TKFC ,,
TMEM138 ,,
tmem179b ,,
TMEM216 ,,
tpcn2,,
TPH1,,
TPH2,,
Traf6,,
Trappc6a,,
trim33,,
trim32,,
TRP1,,
TRP2,,
trpm1,,
trpm7,,
tspan36,,
tspm,,
tshr,,
ttc8,,
Tub,,
tuba8l3 ,,
txndc5,,
tyr,,
tyrp1,,
tyrp1a,,
tyrp1b,,
Trp2,,
unc13a ,,
Unc119,,
Vldlr,,
vps11,,
vps18,,
vps33a,,
vps39,,
Vsx2,,
VWCE ,,
wnt1,,
wnt3a,,
wnt5a ,,
wnt7b ,,
wnt8a ,,
wt,,
xdh,,
xod,,
Zbtb17,,
Zfp53,,
zic2,,
