ext_gene,,
abhd11,,
Acd,,
adamts13 ,,
adam17,,
adamts20,,
adrb1 ,,
Adrb2,,
adsl,,
agouti,,
agrp,,
ak5,,
aldh1a3 ,,
aldoaa,,
alk ,,
alyron,,
Alx3,,
anxa1,,
aox3,,
ap3b1,,
ap3d1,,
apc,,
Aqp3a ,,
Arcn1,,
arl6,,
asip,,
atic,,
atoh7,,
atox1,,
atp6ap1,,
atp6ap2,,
atp6v0c,,
atp6v0d1,,
atp6v1e1,,
atp6v1f,,
atp6v1h,,
atp6v0c,,
atp7a,,
atp7b,,
atp12a,,
atrn,,
axin2,,
bbip1,,
bbs1,,
bbs2,,
bbs4,,
bbs5,,
bbs7,,
Bcl2,,
bcmo1 ,,
Bmpr1a,,
Bmpr1b,,
bnc2,,
BCD02,,
Bloc1s3,,
bmp3 ,,
bpi ,,
Brca1,,
bsn ,,
c13h10,,
c-ski1,,
cAMP,,
CACNG1 ,,
CACNG4,,
CACNG5,,
carns1 ,,
Casp3,,
CBD103,,
cdh2,,
cd3612,,
chm,,
Cited1,,
CITED4 ,,
cndp1 ,,
cno,,
COG4,,
creb1,,
csf1,,
csf1r,,
ctbp2a,,
CTXN2 ,,
ctr9,,
cx39.4,,
Cx41.8,,
CYB561A3,,
CYP2J19 ,,
cyp3a4 ,,
cyp3a7 ,,
dac,,
dct,,
DDB1 ,,
Dgfr,,
Dio2,,
Dph1,,
Dock7,,
drd2,,
Dst,,
dtnbp1,,
dusp2 ,,
dusp5 ,,
dusp13 ,,
dusp14 ,,
ebna1bp2,,
ece1,,
ece2b,,
eda,,
Edar,,
Edaradd,,
Edn3,,
Eed,,
Egfr,,
end,,
edn3,,
ednrb1,,
ednrb2,,
ednrba,,
egfr,,
eif3ea,,
Elovl3,,
Elovl4,,
en1,,
eno3 ,,
erbb3,,
erbb3b,,
Ercc2,,
esrom,,
ex41.8,,
Fas,,
fbxw4,,
fgfr2,,
fig4,,
fhl2,,
fl1,,
fms,,
fos,,
fosb ,,
foxd1,,
foxd2,,
foxd3,,
Foxd5,,
Foxn1,,
frem2,,
fzd4,,
fzd6 ,,
gart,,
Gas1,,
Gata3,,
gch,,
gchfr,,
gchIa,,
gchIb,,
gfpt1,,
gfpt2 ,,
Ggt1,,
ghr,,
gja5,,
gja5b,,
Gli3,,
gmps,,
gna11,,
gnaq,,
gnat2 ,,
gne,,
Gnpat,,
gpc3,,
gpnmb,,
gpr143,,
gpr161,,
Grlf1,,
gtp-ch,,
hdac1,,
Hells,,
Heph,,
herc2,,
hipk2,,
HMG20B ,,
hoxC12a ,,
hps1,,
hps3,,
hps4,,
hps5,,
hps6,,
hpx ,,
hsd17b2 ,,
ift27,,
itm2c ,,
igsf11,,
Ihh,,
ikbkg,,
impdh1,,
impdh2,,
inpp5b,,
inpp5e,,
ippk,,
irf4,,
itgb1,,
itk,,
Jmjd6,,
juna ,,
kcnj13,,
kit,,
kita,,
kitl,,
KITLG,,
Krt1,,
Krt17,,
Krt2,,
Krt4,,
Krt75,,
krt8.2 ,,
L1cam,,
lef1,,
leo1,,
lmx1a,,
LRP5 ,,
ltk,,
lyst,,
Mab21l2,,
Map2k1,,
matp,,
mbtps1,,
Mc1r,,
Mc2r,,
Mc3r,,
Mc4r,,
Mc5r,,
Mchr1,,
mcm6 ,,
mcoln3,,
Med1,,
med12,,
meox1,,
mf41,,
