"ensembl_peptide_id_version"	"external_gene_name"
"564"	"ENSXETP00000060191.1"	"spdya"
"565"	"ENSXETP00000061091.1"	"BICD2"
"566"	"ENSXETP00000012646.3"	"klf4"
"567"	"ENSXETP00000063800.1"	""
"568"	"ENSXETP00000045789.3"	"sod2"
"569"	"ENSXETP00000059200.1"	"ADCK2"
"570"	"ENSXETP00000061014.1"	"ADCK2"
"571"	"ENSXETP00000058953.1"	"ADCK2"
"572"	"ENSXETP00000011696.2"	"sars2"
"573"	"ENSXETP00000022536.3"	"ppp1cb"
"574"	"ENSXETP00000030845.3"	"setd4"
"575"	"ENSXETP00000015470.2"	"ednra"
"576"	"ENSXETP00000062939.1"	"dis3l2"
"577"	"ENSXETP00000011490.2"	"mrps15"
"578"	"ENSXETP00000039669.3"	"mpv17l2"
"579"	"ENSXETP00000005730.2"	"ndufb2"
"580"	"ENSXETP00000024167.2"	""
"581"	"ENSXETP00000045788.3"	"wtap"
"582"	"ENSXETP00000061101.1"	""
"583"	"ENSXETP00000012666.3"	"rad23b"
"584"	"ENSXETP00000012665.3"	"rad23b"
"585"	"ENSXETP00000009659.3"	"csrp3"
"586"	"ENSXETP00000018880.3"	""
"587"	"ENSXETP00000060794.1"	"oscp1"
"588"	"ENSXETP00000011491.2"	"oscp1"
"589"	"ENSXETP00000028304.3"	"rab3a"
"590"	"ENSXETP00000062288.1"	""
"591"	"ENSXETP00000062831.1"	""
"592"	"ENSXETP00000061152.1"	""
"593"	"ENSXETP00000036254.2"	"snn"
"594"	"ENSXETP00000053520.2"	"litaf"
"595"	"ENSXETP00000001758.3"	"dtd1"
"596"	"ENSXETP00000015473.2"	"ttc29"
"597"	"ENSXETP00000049818.2"	"ckb"
"598"	"ENSXETP00000019558.3"	"parp12"
"599"	"ENSXETP00000026768.3"	"plb1"
"600"	"ENSXETP00000009078.3"	"isl1"
"601"	"ENSXETP00000045783.3"	"acat2"
"602"	"ENSXETP00000061943.1"	"slc29a3"
"603"	"ENSXETP00000030875.3"	"runx1"
"604"	"ENSXETP00000061812.1"	""
"605"	"ENSXETP00000049246.1"	"cops7b"
"606"	"ENSXETP00000022118.3"	"gtf2a1"
"607"	"ENSXETP00000022116.3"	"gtf2a1"
"608"	"ENSXETP00000009660.3"	"e2f8"
"609"	"ENSXETP00000011510.3"	"rragc"
"610"	"ENSXETP00000043077.3"	"unc5b"
"611"	"ENSXETP00000017172.3"	"mettl2b"
"612"	"ENSXETP00000061918.1"	"TRIM59"
"613"	"ENSXETP00000008657.3"	"pou4f2"
"614"	"ENSXETP00000011682.3"	"mrps12"
"615"	"ENSXETP00000001771.3"	"slc24a3"
"616"	"ENSXETP00000050865.3"	"gk5"
"617"	"ENSXETP00000036269.2"	"rmi2"
"618"	"ENSXETP00000019103.3"	"smc4"
"619"	"ENSXETP00000028294.3"	"pde4c"
"620"	"ENSXETP00000062377.1"	"WDR60"
"621"	"ENSXETP00000061811.1"	"WDR60"
"622"	"ENSXETP00000008137.3"	"socs1"
"623"	"ENSXETP00000011493.3"	"stk40"
"624"	"ENSXETP00000015482.2"	"slc10a7"
"625"	"ENSXETP00000062899.1"	"ACP7"
"626"	"ENSXETP00000059451.1"	""
"627"	"ENSXETP00000053518.2"	""
"628"	"ENSXETP00000063704.1"	"STT3B"
"629"	"ENSXETP00000031727.3"	"STT3B"
"630"	"ENSXETP00000022500.1"	"fosl2"
"631"	"ENSXETP00000006628.3"	"fancm"
"632"	"ENSXETP00000049241.3"	"pde6d"
"633"	"ENSXETP00000031406.3"	"tle4"
"634"	"ENSXETP00000022625.3"	"tle4"
"635"	"ENSXETP00000003359.2"	""
"636"	"ENSXETP00000024409.3"	"adh1c"
"637"	"ENSXETP00000060922.1"	"adh1c"
"638"	"ENSXETP00000032322.3"	"tfdp2"
"639"	"ENSXETP00000006635.2"	""
"640"	"ENSXETP00000051104.3"	"lsm6"
"641"	"ENSXETP00000056105.1"	"rgs18"
"642"	"ENSXETP00000019560.3"	""
"643"	"ENSXETP00000021677.3"	"ATP10B"
"644"	"ENSXETP00000011654.2"	"pak4"
"645"	"ENSXETP00000049238.3"	"ptma"
"646"	"ENSXETP00000056824.1"	"mycbp"
"647"	"ENSXETP00000056433.2"	"trmt61a"
"648"	"ENSXETP00000038702.3"	"setd5"
"649"	"ENSXETP00000038413.3"	"parp8"
"650"	"ENSXETP00000006640.3"	"fkbp3"
"651"	"ENSXETP00000017177.3"	"itgb3"
"652"	"ENSXETP00000020919.3"	"esyt2"
"653"	"ENSXETP00000015561.2"	"esyt2"
"654"	"ENSXETP00000051105.3"	"znf827"
"655"	"ENSXETP00000064052.1"	""
"656"	"ENSXETP00000062907.1"	"bre"
"657"	"ENSXETP00000022485.2"	"bre"
"658"	"ENSXETP00000011517.3"	"rhbdl2"
"659"	"ENSXETP00000059756.1"	"rhbdl2"
"660"	"ENSXETP00000026966.2"	"zfp64"
"661"	"ENSXETP00000059972.1"	""
"662"	"ENSXETP00000049822.2"	"bag5"
"663"	"ENSXETP00000061077.1"	"igf2r"
"664"	"ENSXETP00000045698.3"	"igf2r"
"665"	"ENSXETP00000022114.3"	"tshr"
"666"	"ENSXETP00000060971.1"	"NMUR1"
"667"	"ENSXETP00000060435.1"	"klc1"
"668"	"ENSXETP00000049851.2"	"klc1"
"669"	"ENSXETP00000060857.1"	"klc1"
"670"	"ENSXETP00000021025.3"	"ncl"
"671"	"ENSXETP00000021029.3"	"ncl"
"672"	"ENSXETP00000012679.3"	"znf462"
"673"	"ENSXETP00000032323.2"	"atp1b3"
"674"	"ENSXETP00000056327.2"	"atp1b3"
"675"	"ENSXETP00000030933.3"	"gart"
"676"	"ENSXETP00000051110.3"	"mmaa"
"677"	"ENSXETP00000063976.1"	""
"678"	"ENSXETP00000026959.3"	"sall4"
"679"	"ENSXETP00000062919.1"	"atp1b2"
"680"	"ENSXETP00000053762.1"	"atp1b2"
"681"	"ENSXETP00000001972.3"	"tmem38b"
"682"	"ENSXETP00000011668.2"	"nccrp1"
"683"	"ENSXETP00000041547.3"	"adgrf3"
"684"	"ENSXETP00000006970.2"	"adgrf3"
"685"	"ENSXETP00000039895.3"	"sall1"
"686"	"ENSXETP00000062235.1"	""
"687"	"ENSXETP00000051117.3"	"smad1"
"688"	"ENSXETP00000062488.1"	"MGC147231"
"689"	"ENSXETP00000019413.3"	""
"690"	"ENSXETP00000058585.1"	"akirin1"
"691"	"ENSXETP00000011519.2"	"akirin1"
"692"	"ENSXETP00000055693.3"	"klhl28"
"693"	"ENSXETP00000053454.2"	""
"694"	"ENSXETP00000027927.3"	""
"695"	"ENSXETP00000026956.3"	"atp9a"
"696"	"ENSXETP00000011633.3"	""
"697"	"ENSXETP00000060757.1"	"sra1"
"698"	"ENSXETP00000011619.3"	"lrfn1"
"699"	"ENSXETP00000001987.2"	"fktn"
"700"	"ENSXETP00000061720.1"	"cyld"
"701"	"ENSXETP00000062217.1"	"cyld"
"702"	"ENSXETP00000058248.1"	"gmfg"
"703"	"ENSXETP00000057803.1"	"perp"
"704"	"ENSXETP00000057802.2"	"perp"
"705"	"ENSXETP00000006656.3"	"c14orf28"
"706"	"ENSXETP00000027946.3"	"bsn"
"707"	"ENSXETP00000059162.1"	"ift80"
"708"	"ENSXETP00000019092.3"	"ift80"
"709"	"ENSXETP00000059502.1"	"prpf39.1"
"710"	"ENSXETP00000006658.3"	"prpf39.1"
"711"	"ENSXETP00000038423.2"	"emb"
"712"	"ENSXETP00000053759.2"	"tp53"
"713"	"ENSXETP00000053761.2"	"tp53"
"714"	"ENSXETP00000047980.2"	"cenps"
"715"	"ENSXETP00000038707.3"	"lhfpl4"
"716"	"ENSXETP00000022483.3"	"rbks"
"717"	"ENSXETP00000047969.3"	"pgd"
"718"	"ENSXETP00000032324.3"	"grk7"
"719"	"ENSXETP00000059467.1"	"h2afz"
"720"	"ENSXETP00000024412.2"	"h2afz"
"721"	"ENSXETP00000057800.1"	""
"722"	"ENSXETP00000063279.1"	"ankrd13b"
"723"	"ENSXETP00000046125.3"	"ankrd13b"
"724"	"ENSXETP00000063688.1"	""
"725"	"ENSXETP00000038429.3"	"hcn1"
"726"	"ENSXETP00000045374.3"	""
"727"	"ENSXETP00000059207.1"	""
"728"	"ENSXETP00000011525.3"	"pnrc2"
"729"	"ENSXETP00000036044.3"	"slu7"
"730"	"ENSXETP00000036042.3"	"slu7"
"731"	"ENSXETP00000038715.2"	"mtmr14"
"732"	"ENSXETP00000038714.2"	"mtmr14"
"733"	"ENSXETP00000019636.2"	"scn2a"
"734"	"ENSXETP00000056820.1"	"srsf10"
"735"	"ENSXETP00000013038.2"	"dag1"
"736"	"ENSXETP00000062986.1"	""
"737"	"ENSXETP00000048710.3"	"slc4a1ap"
"738"	"ENSXETP00000015553.3"	"ncapg2"
"739"	"ENSXETP00000011529.2"	""
"740"	"ENSXETP00000013039.2"	"usp4"
"741"	"ENSXETP00000024413.2"	""
"742"	"ENSXETP00000011538.3"	"myom3"
"743"	"ENSXETP00000056532.2"	""
"744"	"ENSXETP00000001984.3"	"fsd1l"
"745"	"ENSXETP00000043084.3"	""
"746"	"ENSXETP00000063560.1"	"mrps30"
"747"	"ENSXETP00000038435.3"	"mrps30"
"748"	"ENSXETP00000015969.3"	"dyrk2"
"749"	"ENSXETP00000062474.1"	"cand1"
"750"	"ENSXETP00000015965.3"	"cand1"
"751"	"ENSXETP00000000215.3"	""
"752"	"ENSXETP00000035620.3"	"ndufa8"
"753"	"ENSXETP00000011877.2"	""
"754"	"ENSXETP00000058843.1"	""
"755"	"ENSXETP00000060466.1"	""
"756"	"ENSXETP00000000223.2"	"extl3"
"757"	"ENSXETP00000032325.2"	"rnf7"
"758"	"ENSXETP00000061593.1"	"B3GNT7"
"759"	"ENSXETP00000061117.1"	"B3GNT7"
"760"	"ENSXETP00000047960.3"	"kif1b"
"761"	"ENSXETP00000021038.3"	"armc9"
"762"	"ENSXETP00000062569.1"	""
"763"	"ENSXETP00000058742.1"	""
"764"	"ENSXETP00000020490.2"	"dnajb14"
"765"	"ENSXETP00000050167.2"	""
"766"	"ENSXETP00000053846.1"	"fgf10"
"767"	"ENSXETP00000061048.1"	""
"768"	"ENSXETP00000048709.3"	"supt7l"
"769"	"ENSXETP00000007823.3"	"psat1"
"770"	"ENSXETP00000035627.3"	"morn5"
"771"	"ENSXETP00000060733.1"	""
"772"	"ENSXETP00000057446.2"	""
"773"	"ENSXETP00000036191.3"	"nnt"
"774"	"ENSXETP00000032327.2"	"rasa2"
"775"	"ENSXETP00000000241.3"	"kif13b"
"776"	"ENSXETP00000055689.2"	""
"777"	"ENSXETP00000035623.3"	"lhx6"
"778"	"ENSXETP00000040861.2"	"plk2"
"779"	"ENSXETP00000058895.1"	"slc16a13"
"780"	"ENSXETP00000027268.3"	"slc16a13"
"781"	"ENSXETP00000039869.3"	"arl2bp"
"782"	"ENSXETP00000019091.3"	"schip1"
"783"	"ENSXETP00000032822.2"	"znf717"
"784"	"ENSXETP00000038772.3"	"cpne5"
"785"	"ENSXETP00000049854.3"	"xrcc3"
"786"	"ENSXETP00000026415.3"	"btnl2"
"787"	"ENSXETP00000020494.2"	"mttp.1"
"788"	"ENSXETP00000027290.3"	"krt15"
"789"	"ENSXETP00000043231.3"	""
"790"	"ENSXETP00000060524.1"	"MFSD1"
"791"	"ENSXETP00000058926.1"	"patl2"
"792"	"ENSXETP00000030950.2"	"patl2"
"793"	"ENSXETP00000026139.3"	"patl1"
"794"	"ENSXETP00000002007.2"	"slc44a1"
"795"	"ENSXETP00000046731.3"	"dnajb6"
"796"	"ENSXETP00000060093.1"	"ifnlr1"
"797"	"ENSXETP00000058799.1"	"ifnlr1"
"798"	"ENSXETP00000039863.2"	"rspry1"
"799"	"ENSXETP00000063672.1"	"KRT9"
"800"	"ENSXETP00000060940.1"	"fbxo24"
"801"	"ENSXETP00000037821.3"	"fbxo24"
"802"	"ENSXETP00000035632.2"	"rbm18"
"803"	"ENSXETP00000015955.3"	"grip1"
"804"	"ENSXETP00000059455.1"	"apbb3"
"805"	"ENSXETP00000063619.1"	"apbb3"
"806"	"ENSXETP00000027288.3"	"krt19"
"807"	"ENSXETP00000026163.3"	"rnf20"
"808"	"ENSXETP00000045639.3"	"gje1"
"809"	"ENSXETP00000035629.3"	"mrrf"
"810"	"ENSXETP00000049857.3"	"zfyve21"
"811"	"ENSXETP00000049858.3"	"zfyve21"
"812"	"ENSXETP00000045635.2"	"vta1"
"813"	"ENSXETP00000021283.2"	"cyp2a13"
"814"	"ENSXETP00000020497.3"	"dapp1"
"815"	"ENSXETP00000007816.3"	"cep78"
"816"	"ENSXETP00000002117.2"	"abca1"
"817"	"ENSXETP00000039024.2"	"agpat3"
"818"	"ENSXETP00000031316.2"	"zdhhc17"
"819"	"ENSXETP00000037824.3"	"zmynd15"
"820"	"ENSXETP00000020500.3"	"adh7"
"821"	"ENSXETP00000062712.1"	"cyp4f22"
"822"	"ENSXETP00000008433.3"	"cyp4f22"
"823"	"ENSXETP00000035655.2"	"pdcl"
"824"	"ENSXETP00000046726.3"	"ube3c"
"825"	"ENSXETP00000053944.2"	"dazl"
"826"	"ENSXETP00000037826.3"	"pcolce"
"827"	"ENSXETP00000021039.3"	"psmd1"
"828"	"ENSXETP00000021041.3"	"psmd1"
"829"	"ENSXETP00000030764.3"	"rarres1"
"830"	"ENSXETP00000061894.1"	"ADGRG6"
"831"	"ENSXETP00000020503.3"	"adh1"
"832"	"ENSXETP00000035659.2"	"ptgs1"
"833"	"ENSXETP00000034907.3"	"slc2a15a"
"834"	"ENSXETP00000039027.3"	"trappc10"
"835"	"ENSXETP00000051664.3"	""
"836"	"ENSXETP00000061850.1"	"GFM1"
"837"	"ENSXETP00000007815.3"	"gnaq"
"838"	"ENSXETP00000059120.1"	""
"839"	"ENSXETP00000058504.1"	"tmco6"
"840"	"ENSXETP00000049870.3"	"ppp1r13b"
"841"	"ENSXETP00000030802.3"	"son"
"842"	"ENSXETP00000020507.3"	"adh1b"
"843"	"ENSXETP00000038782.2"	""
"844"	"ENSXETP00000063623.1"	"csrp2"
"845"	"ENSXETP00000031320.2"	"csrp2"
"846"	"ENSXETP00000027296.3"	"krt17"
"847"	"ENSXETP00000008453.3"	"cyp4f2"
"848"	"ENSXETP00000061367.1"	"PAIP1"
"849"	"ENSXETP00000060770.1"	"PAIP1"
"850"	"ENSXETP00000058767.1"	""
"851"	"ENSXETP00000058025.2"	"donson"
"852"	"ENSXETP00000051665.3"	"nt5dc2"
"853"	"ENSXETP00000051666.3"	"nt5dc2"
"854"	"ENSXETP00000015950.3"	"helb"
"855"	"ENSXETP00000040877.3"	"rab3c"
"856"	"ENSXETP00000026924.3"	"nfatc2"
"857"	"ENSXETP00000018406.3"	"oprm1"
"858"	"ENSXETP00000039032.3"	"pwp2"
"859"	"ENSXETP00000060229.1"	"pwp2"
"860"	"ENSXETP00000044094.3"	""
"861"	"ENSXETP00000015828.3"	"fam192a"
"862"	"ENSXETP00000013046.3"	"gpx1"
"863"	"ENSXETP00000018403.3"	"rnf141"
"864"	"ENSXETP00000063533.1"	"rnf141"
"865"	"ENSXETP00000063299.1"	"mospd3"
"866"	"ENSXETP00000056355.2"	"mospd3"
"867"	"ENSXETP00000015947.3"	"tbk1"
"868"	"ENSXETP00000063244.1"	"LXN"
"869"	"ENSXETP00000026185.2"	"dtx4"
"870"	"ENSXETP00000056826.2"	"rhoa"
"871"	"ENSXETP00000031323.2"	"e2f7"
"872"	"ENSXETP00000040889.3"	"pde4d"
"873"	"ENSXETP00000062924.1"	"MLF1"
"874"	"ENSXETP00000058312.1"	"MLF1"
"875"	"ENSXETP00000036171.3"	"tmem267"
"876"	"ENSXETP00000034968.3"	"otop1"
"877"	"ENSXETP00000033830.3"	""
"878"	"ENSXETP00000036168.2"	"hmgcs1"
"879"	"ENSXETP00000039034.1"	"vtcn1"
"880"	"ENSXETP00000007809.3"	"gna14"
"881"	"ENSXETP00000013891.3"	"gna14"
"882"	"ENSXETP00000033817.3"	""
"883"	"ENSXETP00000036025.3"	"ugdh.2"
"884"	"ENSXETP00000063354.1"	"CPNE2"
"885"	"ENSXETP00000054193.2"	""
"886"	"ENSXETP00000039041.3"	"fstl1"
"887"	"ENSXETP00000039040.2"	"fstl1"
"888"	"ENSXETP00000033792.3"	""
"889"	"ENSXETP00000047954.3"	"kif1c"
"890"	"ENSXETP00000031328.3"	"NAV3"
"891"	"ENSXETP00000013066.3"	"amt"
"892"	"ENSXETP00000034970.2"	"tmem128"
"893"	"ENSXETP00000030961.2"	"cryzl1"
"894"	"ENSXETP00000060621.1"	"cryzl1"
"895"	"ENSXETP00000026914.2"	"kcng1"
"896"	"ENSXETP00000018400.2"	"ampd3"
"897"	"ENSXETP00000033786.3"	""
"898"	"ENSXETP00000033783.3"	""
"899"	"ENSXETP00000034977.3"	"lyar"
"900"	"ENSXETP00000030700.3"	"rsrc1"
"901"	"ENSXETP00000026906.3"	"dpm1"
"902"	"ENSXETP00000046719.3"	"mnx1"
"903"	"ENSXETP00000063046.1"	""
"904"	"ENSXETP00000056311.2"	"zbtb38"
"905"	"ENSXETP00000005540.2"	"anapc13.1"
"906"	"ENSXETP00000059319.1"	""
"907"	"ENSXETP00000013442.3"	"fbxo36"
"908"	"ENSXETP00000030691.4"	"shox2"
"909"	"ENSXETP00000046708.3"	"nom1"
"910"	"ENSXETP00000064043.1"	"nom1"
"911"	"ENSXETP00000056271.2"	""
"912"	"ENSXETP00000035674.2"	"f8"
"913"	"ENSXETP00000037754.3"	""
"914"	"ENSXETP00000020510.3"	""
"915"	"ENSXETP00000037761.3"	"bpi"
"916"	"ENSXETP00000019653.2"	"scn3a"
"917"	"ENSXETP00000019683.2"	"scn3a"
"918"	"ENSXETP00000046983.3"	"renbp"
"919"	"ENSXETP00000060698.1"	"renbp"
"920"	"ENSXETP00000059494.1"	""
"921"	"ENSXETP00000007804.3"	"VPS13A"
"922"	"ENSXETP00000034993.3"	"zbtb49"
"923"	"ENSXETP00000013068.3"	"nicn1"
"924"	"ENSXETP00000062637.1"	"NIM1K"
"925"	"ENSXETP00000059544.1"	""
"926"	"ENSXETP00000063022.1"	"RD3L"
"927"	"ENSXETP00000049887.3"	"tdrd9"
"928"	"ENSXETP00000059813.1"	"ZNF131"
"929"	"ENSXETP00000063204.1"	"trip12"
"930"	"ENSXETP00000032330.3"	"trip12"
"931"	"ENSXETP00000063992.1"	"adh5"
"932"	"ENSXETP00000020485.3"	"adh5"
"933"	"ENSXETP00000013376.3"	"depdc1b"
"934"	"ENSXETP00000060284.1"	"pqlc2l"
"935"	"ENSXETP00000062643.1"	""
"936"	"ENSXETP00000047939.2"	"ube4b"
"937"	"ENSXETP00000003773.3"	""
"938"	"ENSXETP00000008467.3"	"grhl3"
"939"	"ENSXETP00000060412.1"	"grhl3"
"940"	"ENSXETP00000013072.2"	"apeh"
"941"	"ENSXETP00000039051.2"	"lrrc58"
"942"	"ENSXETP00000061607.1"	""
"943"	"ENSXETP00000063642.1"	""
"944"	"ENSXETP00000026894.3"	"adnp"
"945"	"ENSXETP00000027303.2"	"terf2ip"
"946"	"ENSXETP00000059540.1"	"SELENOP"
"947"	"ENSXETP00000030993.3"	"itsn1"
"948"	"ENSXETP00000030994.3"	"itsn1"
"949"	"ENSXETP00000008811.3"	"syt1"
"950"	"ENSXETP00000034995.1"	"nsg1"
"951"	"ENSXETP00000059741.1"	"CCDC152"
"952"	"ENSXETP00000036010.3"	"ik"
"953"	"ENSXETP00000046192.2"	"igfbp4"
"954"	"ENSXETP00000039057.2"	"gpr156"
"955"	"ENSXETP00000040283.3"	"rassf3"
"956"	"ENSXETP00000012238.3"	"ghr"
"957"	"ENSXETP00000026889.3"	"pard6b"
"958"	"ENSXETP00000026742.2"	"veph1"
"959"	"ENSXETP00000026743.3"	"veph1"
"960"	"ENSXETP00000027305.3"	"krt"
"961"	"ENSXETP00000046984.2"	"nudt16"
"962"	"ENSXETP00000062605.1"	"sec22a"
"963"	"ENSXETP00000039085.2"	"sec22a"
"964"	"ENSXETP00000046208.3"	"top2a"
"965"	"ENSXETP00000046210.3"	"top2a"
"966"	"ENSXETP00000034998.3"	"stx18"
"967"	"ENSXETP00000037849.4"	"camta2"
"968"	"ENSXETP00000015945.2"	"apmap"
"969"	"ENSXETP00000026880.3"	"fam65c"
"970"	"ENSXETP00000046985.3"	"naa10"
"971"	"ENSXETP00000026752.2"	""
"972"	"ENSXETP00000015507.3"	"XB-GENE-5794175"
"973"	"ENSXETP00000026779.2"	""
"974"	"ENSXETP00000026772.3"	"ccnl1"
"975"	"ENSXETP00000012263.3"	"fbxo4"
"976"	"ENSXETP00000018179.3"	""
"977"	"ENSXETP00000052298.3"	""
"978"	"ENSXETP00000054985.2"	""
"979"	"ENSXETP00000008812.3"	"pawr"
"980"	"ENSXETP00000059744.1"	"pawr"
"981"	"ENSXETP00000039075.2"	"gsk3b"
"982"	"ENSXETP00000021042.2"	"htr2b"
"983"	"ENSXETP00000035005.3"	"msx1"
"984"	"ENSXETP00000027308.3"	"gns"
"985"	"ENSXETP00000015942.3"	"gns"
"986"	"ENSXETP00000014210.3"	"znf527"
"987"	"ENSXETP00000044973.3"	"znf527"
"988"	"ENSXETP00000034620.3"	"znf527"
"989"	"ENSXETP00000037855.3"	"spag7"
"990"	"ENSXETP00000046988.3"	"arhgap4"
"991"	"ENSXETP00000063684.1"	"MBNL2"
"992"	"ENSXETP00000011909.3"	"MBNL2"
"993"	"ENSXETP00000059536.1"	"C2orf72"
"994"	"ENSXETP00000062236.1"	"oxct1"
"995"	"ENSXETP00000061408.1"	"CYTL1"
"996"	"ENSXETP00000018385.2"	"ano5"
"997"	"ENSXETP00000057927.2"	"rpl35a"
"998"	"ENSXETP00000037767.2"	""
"999"	"ENSXETP00000057048.2"	""
"1000"	"ENSXETP00000013073.2"	"tcta"
"1001"	"ENSXETP00000025354.3"	"STK32B"
"1002"	"ENSXETP00000063460.1"	"IQCG"
"1003"	"ENSXETP00000061085.1"	""
"1004"	"ENSXETP00000061049.1"	""
"1005"	"ENSXETP00000015818.3"	"znf208"
"1006"	"ENSXETP00000046366.2"	"nr1h5"
"1007"	"ENSXETP00000013078.3"	"mst1"
"1008"	"ENSXETP00000038065.3"	"usp38"
"1009"	"ENSXETP00000044937.3"	""
"1010"	"ENSXETP00000047920.3"	"nmnat1"
"1011"	"ENSXETP00000062280.1"	"STPG1"
"1012"	"ENSXETP00000053756.2"	"eif1"
"1013"	"ENSXETP00000008479.3"	"nipal3"
"1014"	"ENSXETP00000060080.1"	""
"1015"	"ENSXETP00000047916.3"	"lzic"
"1016"	"ENSXETP00000052328.2"	""
"1017"	"ENSXETP00000026871.3"	"ptpn1"
"1018"	"ENSXETP00000038110.3"	"gab1"
"1019"	"ENSXETP00000049901.3"	"aspg"
"1020"	"ENSXETP00000036681.1"	"scai"
"1021"	"ENSXETP00000063597.1"	"ndufa2"
"1022"	"ENSXETP00000060780.1"	"nr1i2"
"1023"	"ENSXETP00000039111.3"	"nr1i2"
"1024"	"ENSXETP00000014207.3"	""
"1025"	"ENSXETP00000060100.1"	""
"1026"	"ENSXETP00000062025.1"	""
"1027"	"ENSXETP00000058928.1"	""
"1028"	"ENSXETP00000027311.1"	"gast"
"1029"	"ENSXETP00000027307.2"	"hap1"
"1030"	"ENSXETP00000037748.2"	""
"1031"	"ENSXETP00000018183.3"	""
"1032"	"ENSXETP00000006559.3"	""
"1033"	"ENSXETP00000061029.1"	"rap2a"
"1034"	"ENSXETP00000050707.3"	"rap2a"
"1035"	"ENSXETP00000003656.3"	""
"1036"	"ENSXETP00000015810.2"	""
"1037"	"ENSXETP00000060500.1"	"metap1"
"1038"	"ENSXETP00000020516.3"	"metap1"
"1039"	"ENSXETP00000031010.3"	"atp5o"
"1040"	"ENSXETP00000063905.1"	""
"1041"	"ENSXETP00000061157.1"	"EVC2"
"1042"	"ENSXETP00000056168.2"	""
"1043"	"ENSXETP00000006555.3"	""
"1044"	"ENSXETP00000061824.1"	"tiparp"
"1045"	"ENSXETP00000026790.2"	"tiparp"
"1046"	"ENSXETP00000036696.3"	"ppp6c"
"1047"	"ENSXETP00000037742.3"	""
"1048"	"ENSXETP00000038157.2"	"smarca5"
"1049"	"ENSXETP00000037738.3"	""
"1050"	"ENSXETP00000059365.1"	"ipo5"
"1051"	"ENSXETP00000050713.3"	"ipo5"
"1052"	"ENSXETP00000047914.3"	"ctnnbip1"
"1053"	"ENSXETP00000045870.2"	""
"1054"	"ENSXETP00000061680.1"	"bpi"
"1055"	"ENSXETP00000037743.3"	"bpi"
"1056"	"ENSXETP00000062713.1"	"MGC147314"
"1057"	"ENSXETP00000061799.1"	"MGC147314"
"1058"	"ENSXETP00000031482.2"	"XB-GENE-5941156"
"1059"	"ENSXETP00000046368.3"	"sike1"
"1060"	"ENSXETP00000059808.1"	""
"1061"	"ENSXETP00000047912.3"	"ap5s1"
"1062"	"ENSXETP00000059083.1"	""
"1063"	"ENSXETP00000060842.1"	"tbc1d30"
"1064"	"ENSXETP00000058844.1"	"tbc1d30"
"1065"	"ENSXETP00000008491.3"	"zbtb8b"
"1066"	"ENSXETP00000061379.1"	"zbtb8b"
"1067"	"ENSXETP00000047908.2"	"mtg1"
"1068"	"ENSXETP00000047909.3"	"mtg1"
"1069"	"ENSXETP00000007801.2"	""
"1070"	"ENSXETP00000056569.2"	""
"1071"	"ENSXETP00000057703.2"	"ssr3"
"1072"	"ENSXETP00000061778.1"	"evc"
"1073"	"ENSXETP00000018393.3"	"slc17a6"
"1074"	"ENSXETP00000051789.3"	"spata2"
"1075"	"ENSXETP00000022984.3"	""
"1076"	"ENSXETP00000049917.3"	"kif26a"
"1077"	"ENSXETP00000002477.3"	"prune2"
"1078"	"ENSXETP00000007799.3"	"prune2"
"1079"	"ENSXETP00000036704.2"	"hspa5"
"1080"	"ENSXETP00000044923.2"	""
"1081"	"ENSXETP00000040028.3"	""
"1082"	"ENSXETP00000008499.3"	"csf3r"
"1083"	"ENSXETP00000044925.3"	"cxorf56"
"1084"	"ENSXETP00000051788.3"	"rnf114"
"1085"	"ENSXETP00000040038.3"	"XB-GENE-5960290"
"1086"	"ENSXETP00000062842.1"	"csde1"
"1087"	"ENSXETP00000046371.3"	"csde1"
"1088"	"ENSXETP00000061900.1"	""
"1089"	"ENSXETP00000002174.2"	""
"1090"	"ENSXETP00000018293.3"	""
"1091"	"ENSXETP00000032331.2"	"dner"
"1092"	"ENSXETP00000040072.3"	""
"1093"	"ENSXETP00000026828.3"	"kcnab1"
"1094"	"ENSXETP00000061468.1"	"kcnab1"
"1095"	"ENSXETP00000046990.2"	"cav3.2"
"1096"	"ENSXETP00000040073.3"	"mrpl24"
"1097"	"ENSXETP00000040075.3"	"mrpl24"
"1098"	"ENSXETP00000020526.2"	"eif4e"
"1099"	"ENSXETP00000061620.1"	"eif4e"
"1100"	"ENSXETP00000015194.2"	"jup"
"1101"	"ENSXETP00000057788.2"	"wif1"
"1102"	"ENSXETP00000030283.3"	"wif1"
"1103"	"ENSXETP00000058870.1"	""
"1104"	"ENSXETP00000059829.1"	""
"1105"	"ENSXETP00000046997.2"	"pappa"
"1106"	"ENSXETP00000040078.2"	"hdgf"
"1107"	"ENSXETP00000063630.1"	""
"1108"	"ENSXETP00000004688.3"	"bcl11a"
"1109"	"ENSXETP00000058457.1"	"bcl11a"
"1110"	"ENSXETP00000050522.3"	"heg1"
"1111"	"ENSXETP00000023887.3"	""
"1112"	"ENSXETP00000053422.1"	"nipsnap3a"
"1113"	"ENSXETP00000043301.2"	"zbtb7b"
"1114"	"ENSXETP00000036706.2"	"rabepk"
"1115"	"ENSXETP00000039492.3"	"klhl29"
